AV1,AV2,AV3,DD_factor,DP_rule,throughput,avgWIP,avgFT,avgTardi,avgLate,Uti_A,Uti_B,Uti_C,Uti_D
41,39,27,1.536766830454097,3,636,3.1424900986012108,35.3676023784908,2.9820334002013547,-2.3411761687837815,0.3411111111111111,0.5766417893217924,0.5891417893217925,0.6677529004329036
24,43,35,1.4598568676236485,2,684,3.6168074964963726,38.058015744644734,6.427779511671788,2.475071743151374,0.4463132289111033,0.5839981185551137,0.5684722222222223,0.71875
60,14,38,1.4839670382747823,2,807,3.8849249499336524,34.63994318924594,6.487324185852076,2.8881974025163824,0.5354166666666667,0.7095833333333333,0.7204166666666667,0.43559178014603467
76,46,55,1.0323289779345304,3,388,1.5575980659106075,28.903881635454585,4.868728036340879,4.524421777686296,0.2225,0.34805555555555556,0.355,0.34894251131032383
43,32,27,1.1327325303788935,2,629,3.3205441669573026,37.82223199692249,11.065403149898675,10.350316653631555,0.3401388888888888,0.5713747809311152,0.5842914475977818,0.6304521295458906
69,75,59,1.6343524106343295,3,306,1.1802852924585472,27.77141864608345,0.07255367780075386,-12.163394995461923,0.17208333333333334,0.27347222222222217,0.2758333333333333,0.31708333333333333
45,53,69,1.8813903915951034,2,426,1.7536838705371363,29.63362519068497,0.14059932196471436,-15.855391319712993,0.2673611111111111,0.36875,0.3664151869010286,0.4315540757899175
50,63,26,1.7974718460804846,1,552,2.7656515277539278,35.8433950701736,1.449109313201284,-9.982368136150019,0.24319444444444444,0.5216666666666666,0.5441659869391182,0.6537741961191057
44,35,78,1.3758648522479873,2,499,1.9782035709696202,28.463463585626872,1.5661814479599374,-3.1814280160767217,0.3433961099745526,0.42520166553010824,0.41797944330788595,0.4104166666666667
34,52,25,1.5693362953785792,1,590,2.8387609964311378,34.58740810379286,2.2950512265182907,-4.54492338368106,0.3233333333333333,0.5305817334594064,0.5381759281625808,0.662427712956456
15,33,52,1.5111092734269391,2,844,6.806923579839099,57.76663725637356,23.885173532094406,21.8061754592407,0.6508847659964252,0.6799524925170145,0.6382858258503479,0.8317025104723645
70,27,31,1.5790277227998035,2,591,2.6870296034912196,32.6194823240019,2.4407800813542027,-4.406179575422263,0.3373611111111111,0.5341653837018165,0.5462487170351499,0.5141666666666667
78,46,56,1.6307554848068908,2,377,1.4673030047800548,27.954007271169612,0.6075817926881002,-10.31035086835761,0.2275,0.3351388888888889,0.33783437634326646,0.33125
47,67,66,1.4673113671640774,3,402,1.6934339319725416,30.2703541514614,1.784975343312474,-5.207920696386368,0.24891099715590131,0.35166520460125084,0.34875,0.4048596490456952
63,62,79,1.5775141814303026,1,288,1.0560977357848431,26.371439344402543,0.14105350585099707,-10.995927828227861,0.18513888888888888,0.24969569782787163,0.24722222222222223,0.2675
79,43,66,1.4016454859674519,3,345,1.2993506160078712,27.107304144705193,1.0001619722072708,-5.004597075836072,0.21945559883744997,0.3025,0.30431670994856114,0.2733333333333333
59,47,55,1.6985488728500762,2,406,1.6394488306288109,29.03525986848216,0.37782929854322117,-11.788483730707702,0.23416355385554044,0.36333333333333334,0.3670833333333333,0.3945407863449385
46,51,73,1.001677891159284,1,403,1.5579938281689854,27.83512546604637,4.456983637712632,4.44109987897154,0.265,0.3477777777777778,0.34375,0.3534093185418763
75,14,16,1.8422828738320474,1,985,17.36994316556297,122.25895523916455,80.99751072131548,79.84530170628187,0.5339648051079947,0.9277627486866077,0.9638738597977188,0.7754016375754966
29,29,20,1.4655038133530311,3,841,7.262657215399807,61.23623910257071,26.70973899672356,25.45773221105539,0.4583333333333333,0.7629976299721961,0.7836963763907433,0.8646642966388628
67,68,35,1.088321747794942,3,435,1.9181883710910412,31.749324762886214,5.121070941162407,4.238552489890396,0.20061801496531176,0.4058333333333333,0.4194444444444444,0.5016666666666666
64,18,27,1.2876708066455138,3,780,4.15590796211541,38.17150834173896,10.801454503676618,9.29631593271755,0.47207639338036245,0.7014995991751379,0.7183051547306936,0.5474718213973602
69,22,51,1.089167968096843,2,567,2.214177508227242,28.108373700086037,4.913733824406734,4.210069130257488,0.37366597271411467,0.49611111111111117,0.5009395600353166,0.35833333333333334
51,71,79,1.091577127406941,1,381,1.5048756725091,28.395868644024073,3.0774393063066827,2.1063365676826984,0.25131531409081714,0.32458333333333333,0.31805555555555554,0.38224188424527494
63,17,28,1.815105950201684,1,778,4.160110783397234,38.413508041048416,4.821144602720706,-2.7460024646819146,0.4543262657221041,0.7042472710052761,0.7235528265608316,0.5754166666666667
60,16,81,1.1134204280872935,3,696,2.7517451833489712,28.438443128542822,6.219319318449675,5.5301377690455205,0.5215277777777778,0.5910318927268611,0.5871430038379722,0.29291666666666666
35,19,36,1.1881728474370563,1,755,3.7182565318746006,35.44684373972443,9.439302735930383,8.545351482652856,0.49972222222222223,0.6547222222222222,0.6529992045252853,0.5691666666666667
28,78,42,1.849701231618506,2,498,2.3435036424069193,33.79206511007793,1.0808899735171298,-12.58046476292812,0.31833333333333336,0.42618026840084827,0.41375,0.581319157289737
67,60,52,1.247480301969401,2,339,1.327135630925356,28.186951453281896,1.6354565114287962,-2.0248871283369425,0.1823611111111111,0.3076388888888889,0.31402777777777763,0.33625
55,75,40,1.2045967369263813,2,419,1.8132729212765413,31.118293635300933,3.4745817315007597,1.1154975814494643,0.22458333333333333,0.37875,0.38333333333333336,0.4651498610205403
53,65,23,1.3370836143822507,2,542,2.8791819712873035,38.18971182442119,6.486886219182013,3.395934523227021,0.20673365740678093,0.5230304234951522,0.5501388888888888,0.6820833333333334
34,66,24,1.7722122151976567,3,625,4.24277933604589,48.86583784011005,9.883464914218255,3.2221577952514115,0.29588976486364976,0.5777777777777777,0.5905924938476886,0.7741666666666667
43,17,26,1.5253746426189538,2,876,5.272080330672827,43.15847388073899,11.345519808351447,8.619882515046022,0.5479044452006233,0.7751388888888889,0.7866178630387568,0.6521734185943123
79,31,39,1.5706631284790111,2,523,2.2125952250273855,30.460201950663787,1.757032521040216,-6.031437961666004,0.2840277777777777,0.47874999999999995,0.4944444444444444,0.4304166666666666
54,73,21,1.1924557893755523,2,569,3.155210234199547,39.75661633173736,9.890857014180263,8.58301375359786,0.21666666666666667,0.54875,0.5781665609599799,0.7295554498488688
17,31,70,1.5839833411313589,2,757,3.973679905608389,37.61493669069181,5.219093823485407,0.5765098460866129,0.610142207559254,0.6016712225910831,0.556671222591083,0.6988934448133053
26,19,48,1.725499908146083,1,822,4.263636477228878,36.98646731766796,4.726122538718244,-1.700835975680388,0.6219580530850055,0.6836015730988141,0.66,0.6115182397654808
61,47,19,1.1034272254253046,3,650,4.370174840262179,48.31669336881222,20.66196827315411,20.315105548211722,0.2711561080296823,0.6209722222222223,0.65193396996454,0.7536006366312067
59,81,22,1.6631242245839153,2,554,3.40128749134415,43.11717401770263,7.084730540244051,-0.9015814066186495,0.1938888888888889,0.5411111111111111,0.5808046592376783,0.7364628505269194
83,29,82,1.5881946577133963,2,407,1.4528068845061572,25.670622442391014,0.6075548811636735,-8.797494047983532,0.2773611111111111,0.35375,0.3550168666643214,0.2429166666666667
52,46,33,1.7806639790202659,2,489,2.0903525447810223,30.763338846277076,0.5480443399031384,-12.551585551363145,0.2501388888888889,0.4493055555555556,0.4632874782870794,0.49041666666666667
63,20,26,1.2403398311992855,3,735,3.9595306276428297,38.7504511560147,11.23267805149205,9.9155032707056,0.3965908770541292,0.6760353214985736,0.6986742103874626,0.6054166666666667
42,69,23,1.5007743252064696,1,619,3.772766739734694,43.648152804319366,8.993114405381357,4.843802117841854,0.2577777777777778,0.589724845086368,0.6169035524859003,0.7701415117530347
30,59,22,1.5305709550542752,2,687,4.557240587687924,47.7614734080831,11.988180703089844,8.539200243992132,0.32416666666666666,0.6347222222222222,0.6511179089249393,0.8358333333333333
76,76,55,1.2991389212957392,3,301,1.1960670161985811,28.61024091903581,1.0591718373694654,-4.053823387828536,0.1515277777777778,0.27576896039078835,0.28194444444444444,0.3454166666666667
80,25,46,1.2194945231751244,3,563,2.254552481564887,28.748248012642325,3.657350690041998,1.6572746532260945,0.34041666666666665,0.50625,0.519823239738715,0.37482323973871506
22,50,30,1.497122216764897,1,688,4.413593696603891,45.907071937086016,12.055596638353862,8.553002208908289,0.42023422002065053,0.5986969712439828,0.5933398062200522,0.7848080823550939
74,43,70,1.4281878746938332,3,372,1.3430845225810415,25.955634724068013,0.4589493475424476,-6.658494296158023,0.24283954173656994,0.3229166666666667,0.32359536806180184,0.2929223673356722
27,53,55,1.4988564100208412,2,500,2.1927883818828273,31.576152699112722,2.1977542709772253,-4.615234177250565,0.3672222222222222,0.4077777777777778,0.38430555555555557,0.5175
49,46,63,1.984819930033256,1,381,1.5142253464244109,28.615282137154242,0.08105965522388804,-18.317113531269904,0.2455555555555556,0.3288888888888889,0.32513888888888887,0.3516666666666667
18,81,79,1.4429838923671319,3,539,2.7151006321327413,36.23502209438675,5.5941722500397955,0.3906596919683999,0.440040008854293,0.4165277777777778,0.3715110825607159,0.6345833333333334
76,36,15,1.9515056993654216,3,804,8.572712898565118,76.53082249902094,30.049997243705427,26.381495067940225,0.27888410924231344,0.7923235293459868,0.8491290849015424,0.9609346404570979
59,42,43,1.6335186950926692,3,464,1.923278051345888,29.84396976226377,0.7079297201225431,-9.47313538169082,0.23958333333333334,0.4265277777777778,0.43958333333333344,0.4454166666666667
74,53,48,1.821266571334808,1,418,1.6554477986529732,28.377362070811568,0.0763681457376111,-15.651103726648294,0.24180555555555555,0.3715277777777778,0.3772614874493502,0.4175392652271279
21,49,53,1.4439541361781183,2,644,3.3005167906135577,36.790114889952164,6.029192875846098,1.9379051185970413,0.4622222222222222,0.5330942508830164,0.5085109175496831,0.6622987039902051
25,61,67,1.8709506795164055,1,515,2.2482509825711223,31.431858397110865,0.6736566889795053,-13.95413546541035,0.36902777777777773,0.42375,0.4019444444444444,0.5404166666666667
76,43,56,1.9151286502658849,1,412,1.5676047821462755,27.32170015931912,0.08331775826962498,-16.549620717402735,0.26895729468283197,0.3585337257628683,0.3581944444444444,0.33
83,47,44,1.489363880143672,3,384,1.4897784875157751,27.564070900409387,0.5016617503707961,-7.901406495511871,0.21444444444444452,0.3484531194854046,0.3581944444444445,0.3570642305965157
58,41,45,1.1654966218532348,1,446,1.784902947083086,28.71771073906093,3.019547830085086,1.1168692143661934,0.25535975606437433,0.40277777777777773,0.40910975606437433,0.40482686331430223
56,14,70,1.717600310059081,1,721,2.9866402004269204,29.69357904006987,2.2421192160051566,-5.711380471855255,0.5496693775913692,0.6071693775913692,0.5996693775913693,0.3108333333333334
60,24,82,1.2350678062100153,1,528,2.0015762635078893,27.28365218763996,3.1000499304038427,0.6478243290917028,0.3821991151602712,0.4477777777777778,0.4435440842105927,0.30916666666666665
69,18,32,1.386178483597833,3,693,3.0335905673312142,31.498002603067118,3.91237038060882,0.6800344980283959,0.4225880936527096,0.62,0.6355555555555555,0.4638618178553158
65,41,62,1.6560627716202507,1,370,1.4048572628147715,27.3342319531802,0.3828654166252663,-11.35497506813168,0.23180555555555554,0.3240409416821596,0.32430555555555557,0.32125
61,21,78,1.5991082378770898,2,518,1.8208183813098249,25.261522413237604,0.5265683527004165,-8.387666376067932,0.3889729171830724,0.43702847273862794,0.43063958384973905,0.26
60,80,52,1.9691499902052714,2,329,1.3234092995245788,28.962148804185322,0.028010340198472813,-20.164851559355206,0.1786111111111111,0.29527777777777775,0.29777777777777775,0.36833333333333335
26,14,77,1.5058979503995964,2,856,4.789694954043348,40.1775809176881,10.582254725428989,7.556242489814691,0.6709376538201552,0.7046793416403917,0.6789848971959472,0.5300960083070584
24,80,22,1.1482067280207509,2,726,10.03081799596986,98.49016245197558,68.9871778623549,68.70163115408191,0.37305430222549124,0.6585067879248903,0.6707153557594507,0.932534565702668
84,30,35,1.1958110378798938,1,561,2.5549747105273335,32.71676057292122,6.401372260274708,4.701529787082625,0.3015277777777778,0.5159860728129901,0.5327916283685459,0.4791666666666667
56,32,70,1.4336196753227122,1,439,1.6038890611607546,26.305242005369998,0.9571678868749895,-5.146218343224617,0.30459361455312595,0.37666666666666665,0.3748611111111111,0.2816666666666667
60,83,42,1.8149346651276863,3,371,1.5461912680627934,30.006946442188976,0.18941490987357412,-15.581668502082998,0.18902777777777777,0.33930555555555547,0.34569444444444447,0.42251066021041755
64,82,26,1.6810713054778286,3,448,2.1274063585321032,34.153716624905094,1.3353728000399503,-9.80554753507866,0.16550229088519977,0.43333333333333335,0.45771662626597087,0.5729366220172927
16,30,75,1.3498118669081562,2,770,4.275928469085102,39.52678544841049,10.44046235572319,8.095451976120506,0.6356136318586544,0.6093636318586544,0.5600580763030988,0.700542467817966
27,31,83,1.7938932988868836,2,539,2.1327479831976293,28.218169497757486,0.47733351814954345,-12.062889122702432,0.43406724624466747,0.43299870146304,0.40875,0.41
55,33,18,1.9548958692119789,3,733,4.643118590288132,45.302796081548884,5.800155887027218,-3.83629858452294,0.2995616723499323,0.7040352300609014,0.7461111111111111,0.81794000177376
65,42,70,1.1788837315702942,1,397,1.4896285517583103,27.015933432392536,1.9486145847456022,-0.3211034261366703,0.23500000000000004,0.3544444444444445,0.36,0.32916666666666666
54,60,49,1.2787946095278448,1,421,1.722064899205593,29.45099115030943,1.9253006606798468,-1.9873086326197256,0.22916666666666666,0.37916666666666665,0.38416666666666666,0.445
19,79,74,1.0632157948221603,3,600,3.0122839130796293,36.10488594483947,10.622253293210019,10.20494918297161,0.47888888888888886,0.47111111111111115,0.42928477498293405,0.6540334356679832
63,17,53,1.1371546326843922,1,607,2.418911060889534,28.69219050808014,5.309684163566303,4.3398460760135915,0.42055555555555557,0.5250827577227154,0.5268055555555555,0.33416666666666667
81,29,23,1.372065962618272,1,637,3.3019710074604918,37.27989644028337,6.817596004184581,3.9582944909825373,0.2790277777777777,0.6080624453063657,0.6419444444444444,0.6229166666666667
55,14,43,1.852006324926321,2,829,4.112590917035895,35.64265434328358,3.807207811564771,-3.8906435166634634,0.5658333333333334,0.7221456498563814,0.7295067609674925,0.44583333333333336
67,22,74,1.4969318258251776,1,505,1.8354175198575264,26.14772213788789,1.1185740926075955,-5.412343504806435,0.36579239253540285,0.43194444444444446,0.43015440133273664,0.2533333333333333
17,19,59,1.7473960876070125,2,881,4.927011560614046,40.238261000774905,6.249567523384469,0.6709459591490835,0.6920833333333334,0.7119310978657326,0.67375,0.695435033277371
78,67,43,1.3774959393261468,2,350,1.4173989973950814,29.132554779470425,0.9983561156701531,-5.34026502783734,0.16694444444444445,0.32472222222222225,0.33611111111111114,0.39042328585090774
60,66,73,1.7675020750373955,3,316,1.1822818727026234,26.93271330080257,0.07535075727294345,-14.911220317408779,0.20944444444444443,0.271111111111111,0.26611111111111113,0.29512327570803604
45,28,67,1.0590840696181412,3,564,2.2827984236489365,29.084661094616123,6.095981302514495,5.658998384533855,0.417298577951521,0.47155642472624587,0.4603064247262459,0.38625
51,67,54,1.5692462548520711,3,368,1.4076098825134298,27.475427425066652,0.12890340153262414,-10.246182277165492,0.23583333333333334,0.3185977180933541,0.315,0.3654166666666668
69,38,70,1.1516499320086397,1,378,1.403345577717549,26.730391956524752,2.2789831896678012,0.46485210507909747,0.24694444444444444,0.32805555555555554,0.32861111111111113,0.2959972240339433
28,65,38,1.8129215912223875,2,534,2.6129893752072832,35.231317418525165,1.8766059307987635,-9.680929267394237,0.32289472921249107,0.465,0.4593055555555556,0.5908333333333333
43,68,14,1.8338846167520233,2,737,14.7990488699057,142.11853674116415,94.8387988388685,93.52930348293246,0.2517587816933979,0.7264378482426668,0.7826547574374657,0.9812989593537779
48,42,18,1.399439798189595,1,705,4.84692267404067,49.4181395158923,16.664721849898296,14.344803637577407,0.31583333333333335,0.6646445908617412,0.6947315620983827,0.7852001464172969
66,18,40,1.909538889831199,2,666,2.943925939416293,31.759755450632124,1.0282434316790678,-10.694512329744121,0.41875713762015454,0.5913960265090434,0.6026934201632786,0.4488045312743898
25,22,45,1.8624758843037152,1,779,4.095963540645258,37.732066298613695,3.6708247743480333,-5.021199122591738,0.561322228095632,0.653961116984521,0.6336833392067431,0.6420166725400765
62,52,34,1.4042040096706274,2,476,2.161699288377657,32.67821765064605,2.663491687504998,-2.4416326332380796,0.2168055555555556,0.44709533001733887,0.4651388888888889,0.5279166666666667
22,68,56,1.2804184052432879,2,574,2.8474431697929843,35.664402306988215,6.612916160767778,4.338765260243418,0.4183333333333333,0.4688888888888889,0.44263275249301637,0.6256047235747382
43,58,73,1.209561474627797,1,405,1.620613429631637,28.810905415673574,2.48648991844449,-0.15883854454777907,0.27152777777777776,0.34458333333333335,0.3348941975890389,0.39791666666666664
17,24,28,1.4155615184963863,1,932,9.43595990673554,72.35653991650216,39.158717469198955,38.38610115825079,0.6420027803978176,0.787697224842262,0.7657527803978176,0.9295140890917604
33,60,33,1.4820873458212938,3,546,2.8611351180340625,37.72925430374584,5.492699746858461,0.3486227299270787,0.30897023741034685,0.48291666666666666,0.4811111111111111,0.6404166666666666
21,60,23,1.6064092783715687,2,751,9.771243865318825,93.62585434286636,55.00675076060316,52.73835320295617,0.42909541561291725,0.662012082279584,0.658123193390695,0.9135398600573618
25,84,41,1.3048668680548121,2,557,2.829660727655708,36.57730204510079,6.186351944654056,3.412131037826055,0.33152777777777775,0.4838923772398647,0.4756944444444444,0.6766666666666666
55,37,62,1.3366154480987917,3,427,1.645565454810724,27.747239519056667,1.5412396297342368,-2.8133614640546036,0.2761111111111111,0.37166666666666665,0.37152777777777773,0.33666666666666667
38,80,68,1.4271582608071365,2,363,1.4336575469659525,28.405464582639624,0.708398812142523,-6.577604851690604,0.2513888888888889,0.3030555555555556,0.2905893539799389,0.3946171317577167
